City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
464,Onega,63.9061,38.1404,50.49,78,93,6.02,IN,overcast clouds
465,Jutai,-5.1833,-68.9,80.02,64,75,3.56,IN,broken clouds
466,Havoysund,70.9963,24.6622,45.48,83,100,20.96,IN,overcast clouds
467,Melchor De Mencos,17.0686,-89.1522,84.2,79,40,6.91,IN,scattered clouds
468,Tibati,6.4667,12.6333,64.8,97,82,1.34,IN,light rain
469,Akyab,20.15,92.9,80.92,87,66,7.94,IN,moderate rain
470,Jining,35.405,116.5814,77.76,77,4,3.29,IN,light rain
471,Naze,28.3667,129.4833,79.72,93,100,23.13,IN,overcast clouds
472,Aborlan,9.4352,118.5492,81.14,75,99,7.14,IN,overcast clouds
473,Elista,46.3078,44.2558,72.12,46,74,6.71,IN,broken clouds
474,Caravelas,-17.7125,-39.2481,71.44,64,86,8.81,IN,overcast clouds
475,Gat,31.61,34.7642,79.48,81,1,2.17,IN,clear sky
476,Cardston,49.2,-113.3019,87.46,19,2,4.61,IN,clear sky
477,Halifax,44.6453,-63.5724,69.69,71,47,3.0,IN,scattered clouds
478,Biloela,-24.4167,150.5,62.2,40,0,15.57,IN,clear sky
479,Omboue,-1.5746,9.2618,73.92,73,80,6.49,IN,broken clouds
480,Baykit,61.67,96.37,68.65,68,5,1.36,IN,clear sky
481,Akcakoca,41.0866,31.1162,68.77,82,0,5.79,IN,clear sky
482,Fort Payne,34.4442,-85.7197,89.51,53,1,3.44,IN,clear sky
483,Pak Phanang,8.3511,100.202,83.07,84,100,8.97,IN,overcast clouds
484,Peterongan,-7.5394,112.2792,71.2,88,3,4.07,IN,clear sky
485,Kakching,24.4833,93.9833,70.39,98,100,2.28,IN,heavy intensity rain
486,Newtonmore,57.066,-4.1192,54.03,92,27,1.92,IN,scattered clouds
487,Chokwe,-24.5333,32.9833,56.21,85,39,8.41,IN,light rain
488,Qaqortoq,60.7167,-46.0333,50.5,92,74,3.69,IN,broken clouds
489,Sainte-Thecle,46.8168,-72.4991,78.85,67,94,6.64,IN,overcast clouds
490,Evensk,61.95,159.2333,51.22,97,100,4.23,IN,overcast clouds
491,Vila Franca Do Campo,37.7167,-25.4333,72.01,93,26,5.86,IN,scattered clouds
492,Sobolevo,54.4299,31.8996,54.09,82,1,5.06,IN,clear sky
493,Keti Bandar,24.1447,67.4497,82.78,83,88,20.22,IN,overcast clouds
494,Yamada,39.4667,141.95,78.71,72,23,5.46,IN,few clouds
495,Hendek,40.7994,30.7481,64.72,89,1,2.53,IN,clear sky
496,Concepcion Del Oro,24.6333,-101.4167,77.25,18,2,10.02,IN,clear sky
497,Cidreira,-30.1811,-50.2056,60.96,76,3,7.67,IN,clear sky
498,Price,39.5994,-110.8107,92.46,18,1,10.36,IN,clear sky
499,Mancio Lima,-7.6142,-72.8958,87.87,51,20,3.44,IN,few clouds
500,Barranca,-10.75,-77.7667,64.27,77,31,8.03,IN,scattered clouds
501,Shaunavon,49.6501,-108.4181,84.13,16,0,6.22,IN,clear sky
502,Kununurra,-15.7667,128.7333,71.58,49,95,6.91,IN,overcast clouds
503,Road Town,18.4167,-64.6167,82.2,89,40,11.5,IN,scattered clouds
504,Geraldton,-28.7667,114.6,54.12,94,90,10.36,IN,overcast clouds
505,Broken Hill,-31.95,141.4333,42.51,87,53,13.8,IN,broken clouds
506,Rawson,-43.3002,-65.1023,46.78,48,100,16.98,IN,overcast clouds
507,Kyabe,9.4515,18.9449,72.66,91,75,4.52,IN,broken clouds
508,Urazovka,55.4013,45.6186,49.91,75,11,3.42,IN,few clouds
509,Bayan,46.0833,127.4,72.48,89,100,4.59,IN,overcast clouds
510,Hamilton,39.1834,-84.5333,87.76,62,1,1.99,IN,clear sky
511,Sunrise Manor,36.2111,-115.0731,103.15,26,1,0.0,IN,clear sky
512,Bandarbeyla,9.4942,50.8122,77.97,71,44,26.8,IN,scattered clouds
513,Bilibino,68.0546,166.4372,56.57,54,49,3.29,IN,scattered clouds
514,Byron Bay,-28.65,153.6167,63.05,46,0,10.65,IN,clear sky
515,Moramanga,-18.9333,48.2,55.81,98,99,6.51,IN,light rain
516,Ballina,-28.8667,153.5667,61.79,55,0,4.61,IN,clear sky
517,Bourail,-21.5667,165.4833,77.13,58,0,2.04,IN,clear sky
518,Meiganga,6.5167,14.3,64.45,96,99,2.8,IN,overcast clouds
519,Muncar,-8.4333,114.3333,70.86,89,35,1.05,IN,scattered clouds
520,Lima,-12.0432,-77.0282,61.14,77,90,9.22,IN,overcast clouds
521,Bambamarca,-6.6833,-78.5333,69.57,65,6,4.81,IN,clear sky
522,Kutum,14.2,24.6667,73.9,69,99,13.71,IN,overcast clouds
523,Palu,-0.8917,119.8707,76.03,93,83,3.2,IN,broken clouds
524,Itamarandiba,-17.8572,-42.8589,55.76,84,6,4.34,IN,clear sky
525,Bajil,15.0584,43.2851,82.11,74,87,3.87,IN,overcast clouds
526,Kudahuvadhoo,2.6708,72.8944,81.7,76,94,5.59,IN,overcast clouds
527,Marawi,7.9986,124.2928,71.65,80,57,6.33,IN,broken clouds
528,Pafos,34.7667,32.4167,80.51,83,0,5.75,IN,clear sky
529,Salekhard,66.53,66.6019,54.77,77,95,9.71,IN,light rain
530,Setermoen,68.861,18.3486,51.76,99,100,3.85,IN,overcast clouds
531,Le Port,-20.9373,55.2919,67.96,77,56,6.11,IN,light rain
532,Kaspiyskiy,45.3929,47.3707,77.72,57,44,4.81,IN,scattered clouds
533,Ulaangom,49.9811,92.0667,65.1,71,89,1.36,IN,overcast clouds
534,Roma,43.2128,-75.4557,80.91,57,1,8.05,IN,clear sky
535,Alofi,-19.0595,-169.9187,82.29,74,32,6.91,IN,scattered clouds
536,Aguimes,27.9054,-15.4461,68.67,78,0,27.63,IN,clear sky
537,Katangli,51.7102,143.2326,71.58,87,80,4.83,IN,broken clouds
538,Ranong,9.9658,98.6348,79.81,89,100,10.89,IN,overcast clouds
539,Inhambane,-23.865,35.3833,64.47,64,91,12.28,IN,light rain
540,Saint-Joseph,-21.3667,55.6167,66.56,80,29,7.18,IN,light rain
541,Hvolsvollur,63.7533,-20.2243,48.81,93,91,9.42,IN,overcast clouds
542,Maketu,-37.7667,176.45,54.75,68,69,10.98,IN,broken clouds
543,Valls,41.2861,1.2499,76.93,76,40,0.0,IN,scattered clouds
544,Dongzhen,22.3797,110.9389,80.35,86,95,1.95,IN,overcast clouds
545,Fortuna,40.5982,-124.1573,71.85,72,1,14.97,IN,clear sky
546,Jalu,29.0331,21.5482,78.28,58,0,12.73,IN,clear sky
547,Pokrovka,42.3414,78.0056,64.99,31,0,7.36,IN,clear sky
548,Mizan Teferi,6.9833,35.5833,60.71,99,97,2.13,IN,light rain
549,Dewas,22.9667,76.0667,73.24,98,100,13.04,IN,moderate rain
550,Verkhnyaya Inta,65.9811,60.3094,46.81,92,100,11.9,IN,overcast clouds
551,Thai Binh,20.45,106.3333,82.4,91,54,5.68,IN,broken clouds
552,Bambous Virieux,-20.3428,57.7575,70.05,83,40,11.5,IN,light rain
553,Vorokhta,48.2869,24.5719,57.15,90,82,3.22,IN,broken clouds
554,Petropavlovsk-Kamchatskiy,53.0452,158.6483,61.39,88,75,6.71,IN,broken clouds
555,Coos Bay,43.3665,-124.2179,94.86,82,75,29.93,IN,mist
556,Klamath Falls,42.2249,-121.7817,93.87,17,1,1.01,IN,smoke
557,Mao,39.8885,4.2658,77.56,88,20,14.97,IN,few clouds
558,Xinyu,27.8043,114.9334,77.5,88,11,2.46,IN,few clouds
559,Behshahr,36.6923,53.5526,80.55,84,17,5.57,IN,few clouds
560,Buala,-8.145,159.5921,78.89,88,95,8.75,IN,light rain
561,Dvinskoy,62.1535,45.1175,46.8,77,95,4.65,IN,overcast clouds
562,Moron,-34.6534,-58.6198,60.03,89,100,1.01,IN,moderate rain
563,Ayorou,14.7308,0.9174,83.01,57,82,2.89,IN,broken clouds
564,Didwana,27.4,74.5667,88.0,66,90,7.2,IN,overcast clouds
565,Borba,-4.3878,-59.5939,79.92,57,82,3.02,IN,broken clouds
566,Gazli,40.1333,63.45,89.64,15,0,13.04,IN,clear sky
567,Bahar,34.9072,48.4414,76.08,22,5,3.6,IN,clear sky
568,Moose Factory,51.2585,-80.6094,68.0,88,90,9.22,IN,overcast clouds
569,Corinto,37.9407,22.9573,80.69,55,7,3.13,IN,clear sky
570,Stony Plain,53.5334,-114.0021,79.48,35,1,11.5,IN,clear sky
571,Karratha,-20.7377,116.8463,68.54,45,93,7.63,IN,overcast clouds
572,Ubinskoye,55.3068,79.6802,63.05,86,9,1.25,IN,clear sky
573,Batticaloa,7.7102,81.6924,81.63,69,100,1.21,IN,overcast clouds
574,Hay River,60.8156,-115.7999,51.78,71,75,9.22,IN,broken clouds
575,Beyneu,45.3167,55.2,83.16,40,51,13.0,IN,broken clouds
576,Sampit,-2.5333,112.95,71.98,95,10,2.15,IN,clear sky
577,Hearst,49.6835,-83.6665,71.85,93,100,4.83,IN,overcast clouds
578,Takhtamygda,54.1,123.5667,63.41,93,93,4.52,IN,light rain
579,Dicabisagan,17.0818,122.4157,84.33,69,100,6.76,IN,overcast clouds
580,Toguchin,55.2353,84.3858,63.25,93,13,2.37,IN,few clouds
581,Totma,59.9747,42.7642,44.69,78,73,5.21,IN,broken clouds
582,College,64.8569,-147.8028,64.99,69,75,8.05,IN,broken clouds
583,Pitsunda,43.1592,40.3378,69.98,80,30,6.69,IN,scattered clouds
584,Honghu,29.8206,113.4621,76.62,92,6,5.37,IN,clear sky
585,Bereda,43.2686,-7.5406,59.92,100,48,1.5,IN,scattered clouds
586,Gambela,8.25,34.5833,69.66,94,100,2.01,IN,overcast clouds
587,Batagay,67.6333,134.6333,67.06,50,39,13.2,IN,scattered clouds
588,Yuci,37.6803,112.7319,67.75,88,7,6.71,IN,clear sky
589,Komsomolskiy,40.4272,71.7189,81.32,32,0,2.3,IN,clear sky
590,Boone,39.0334,-92.3335,94.05,60,5,3.0,IN,clear sky
591,Teknaf,20.8624,92.3058,79.56,90,77,4.38,IN,broken clouds
592,Severnoye,56.3491,78.3619,64.44,90,33,2.44,IN,scattered clouds
593,Lahan,26.7296,86.4951,80.53,85,72,6.85,IN,broken clouds
594,Sydney,-33.8679,151.2073,54.27,54,0,15.99,IN,clear sky
595,Sulangan,11.1373,123.7228,83.17,74,74,15.7,IN,broken clouds
596,Ewa Beach,21.3156,-158.0072,89.55,61,75,13.8,IN,broken clouds
597,Jiangyou,31.7667,104.7167,74.84,92,17,2.59,IN,few clouds
598,Nishihara,26.1842,127.7558,80.26,97,75,23.02,IN,mist
599,Bantou,26.2151,117.4893,76.77,97,71,2.62,IN,broken clouds
600,Chulucanas,-5.0925,-80.1625,76.15,59,6,13.82,IN,clear sky
601,Grindavik,63.8424,-22.4338,50.56,100,90,8.05,IN,mist
602,Alice Springs,-23.7,133.8833,44.15,53,32,5.75,IN,haze
603,Coihaique,-45.5752,-72.0662,38.01,87,0,5.75,IN,clear sky
604,Nemuro,43.3236,145.575,64.17,96,91,8.79,IN,overcast clouds
605,South Lake Tahoe,38.9332,-119.9844,95.05,20,90,6.91,IN,haze
606,Takoradi,4.8845,-1.7554,74.28,83,4,9.26,IN,clear sky
607,Biskamzha,53.4497,89.5272,62.69,99,100,2.62,IN,overcast clouds
608,Sandane,61.7728,6.215,63.57,97,20,0.94,IN,few clouds
609,Balgazyn,51.0,95.2,61.97,88,100,0.51,IN,light rain
610,Vershino-Darasunskiy,52.35,115.5167,57.69,75,86,5.75,IN,overcast clouds
611,Carballo,43.213,-8.691,63.86,91,58,2.82,IN,broken clouds
612,Camacha,33.0833,-16.3333,68.76,83,40,10.36,IN,scattered clouds
613,Sulam,32.6061,35.3341,79.23,86,4,3.83,IN,clear sky
614,Kuleshovka,47.078,39.5579,77.94,51,0,7.58,IN,clear sky
615,Chinhoyi,-17.3667,30.2,53.06,47,94,8.66,IN,overcast clouds
616,Yamethin,20.4333,96.15,75.31,94,96,7.81,IN,overcast clouds
617,Atambua,-9.1061,124.8925,70.27,55,6,2.77,IN,clear sky
618,Bad Sackingen,47.5537,7.9461,67.89,92,96,2.08,IN,light rain
619,Shache,38.4167,77.2406,80.15,29,6,4.43,IN,clear sky
620,Inuvik,68.3499,-133.7218,67.21,64,75,6.91,IN,broken clouds
621,Adelaide,-34.9333,138.6,52.52,83,75,10.36,IN,broken clouds
622,Kibaya,-5.3,36.5667,55.11,72,0,9.73,IN,clear sky
623,Muriwai Beach,-36.8167,174.45,57.42,83,66,13.53,IN,broken clouds
624,Hokitika,-42.7167,170.9667,48.9,80,97,6.53,IN,light rain
625,Dubbo,-32.25,148.6167,42.93,93,90,10.36,IN,overcast clouds
626,Mwaro,-3.5,29.6667,55.94,56,10,4.85,IN,clear sky
627,Dengfeng,34.4553,113.0281,76.57,79,3,1.86,IN,clear sky
628,Kupang,-10.1667,123.5833,72.91,63,13,3.62,IN,few clouds
629,Krasnoarmeysk,51.0239,45.6969,64.29,68,42,6.31,IN,scattered clouds
630,Presidencia Roque Saenz Pena,-26.7852,-60.4388,76.93,38,12,7.38,IN,few clouds
631,Bowmore,34.9421,-79.3031,87.89,56,1,5.01,IN,clear sky
632,Bubaque,11.2833,-15.8333,77.32,85,100,4.97,IN,light rain
633,Ngunguru,-35.6167,174.5,62.17,69,84,16.87,IN,light rain
634,Zyryanka,65.75,150.85,65.03,58,100,1.12,IN,overcast clouds
635,Humaita,-7.5061,-63.0208,82.54,55,91,3.33,IN,overcast clouds
636,Akdepe,42.0551,59.3788,80.69,15,1,8.52,IN,clear sky
637,Ixtapa,20.7,-105.2,88.83,62,75,10.36,IN,broken clouds
638,Kisanga,-7.4362,37.7034,70.93,58,73,4.16,IN,broken clouds
639,Darnah,32.767,22.6367,78.01,75,0,16.13,IN,clear sky
640,Mersin,36.862,34.6509,79.95,75,0,7.18,IN,clear sky
641,Khuzhir,53.1939,107.3397,53.67,85,7,5.14,IN,clear sky
642,Bone,51.9669,12.1396,74.07,62,74,8.46,IN,broken clouds
643,Korla,41.7597,86.1469,84.13,21,26,9.6,IN,scattered clouds
644,Rancho Palos Verdes,33.7445,-118.387,92.66,77,40,5.99,IN,scattered clouds
645,Marzuq,14.4,46.4667,73.42,76,90,6.13,IN,overcast clouds
646,Layou,13.2,-61.2667,80.08,83,40,5.75,IN,scattered clouds
647,Mayor Pablo Lagerenza,-19.9309,-60.7718,82.69,30,0,6.69,IN,clear sky
648,Sambava,-14.2667,50.1667,66.96,78,67,11.3,IN,broken clouds
649,Rorvik,64.8621,11.2373,56.07,87,65,7.49,IN,broken clouds
650,Beringovskiy,63.05,179.3167,55.15,78,100,8.01,IN,overcast clouds
651,Kingsville,27.5159,-97.8561,96.76,51,1,3.0,IN,clear sky
652,Najran,17.4924,44.1277,84.85,45,76,2.66,IN,broken clouds
653,Cuiluan,47.72,128.648,72.7,87,100,3.2,IN,overcast clouds
654,Lexington,37.9887,-84.4777,87.94,49,1,8.05,IN,clear sky
655,Sao Filipe,14.8961,-24.4956,74.19,73,54,8.84,IN,broken clouds
656,La Ronge,55.1001,-105.2842,77.22,43,75,10.36,IN,broken clouds
657,San Francisco,37.7749,-122.4194,97.18,72,40,4.0,IN,scattered clouds
658,Shar,49.5886,81.0453,68.52,63,0,4.85,IN,clear sky
659,Dauphin,51.1494,-100.0502,80.74,36,1,19.57,IN,clear sky
660,Culaman,5.9603,125.6586,82.83,74,87,2.57,IN,overcast clouds
661,Baruun-Urt,46.6806,113.2792,63.37,57,12,8.08,IN,few clouds
662,Taltal,-25.4,-70.4833,58.93,73,8,4.34,IN,clear sky
663,Havelock,34.8791,-76.9013,83.05,56,1,1.99,IN,clear sky
664,San Carlos De Bariloche,-41.1456,-71.3082,40.75,56,40,5.75,IN,scattered clouds
665,Nyurba,63.2842,118.3319,64.27,59,60,5.95,IN,broken clouds
666,Maceio,-9.6658,-35.7353,74.64,83,75,14.97,IN,broken clouds
667,Agadez,19.75,10.25,87.37,39,81,9.98,IN,broken clouds
668,Yuzhno-Kurilsk,44.0306,145.8556,65.55,94,100,8.59,IN,overcast clouds
669,Comodoro Rivadavia,-45.8667,-67.5,44.46,76,0,3.44,IN,clear sky
670,Athabasca,54.7169,-113.2854,77.41,24,13,18.23,IN,few clouds
671,Esso,55.9333,158.7,65.08,79,90,3.6,IN,light rain
672,Yambio,4.5721,28.3955,66.96,97,85,3.31,IN,light rain
673,La Crosse,43.8014,-91.2396,91.51,51,1,4.0,IN,clear sky
674,Konya,38.1667,32.5,65.68,56,9,4.14,IN,clear sky
675,Novikovo,51.1537,37.8879,58.84,74,30,4.18,IN,scattered clouds
676,Seydi,39.4816,62.9137,88.21,15,0,11.16,IN,clear sky
677,Eureka,40.8021,-124.1637,72.12,70,28,5.99,IN,scattered clouds
678,Lebanon,36.2081,-86.2911,92.98,52,1,0.0,IN,clear sky
679,Tiznit,29.5833,-9.5,84.78,37,83,3.42,IN,broken clouds
680,Cacule,-14.5033,-42.2222,66.24,48,44,4.21,IN,scattered clouds
681,Novoshcherbinovskaya,46.4767,38.6476,69.06,52,0,6.78,IN,clear sky
682,Lewistown,40.5992,-77.5714,80.78,67,75,4.61,IN,broken clouds
683,Verkhoyansk,67.5447,133.385,69.46,49,65,11.03,IN,broken clouds
684,Mweka,-4.85,21.5667,69.62,43,2,1.07,IN,clear sky
685,Davila,18.4726,120.5763,78.78,88,100,26.71,IN,overcast clouds
686,Sembakung,3.8167,117.25,75.13,97,100,1.32,IN,overcast clouds
687,Kabompo,-13.5927,24.2008,58.41,61,12,9.64,IN,few clouds
688,Coahuayana,18.7333,-103.6833,92.68,70,43,5.79,IN,scattered clouds
689,Sokoni,-6.4333,39.55,76.24,74,54,24.34,IN,light rain
690,Prainha,-1.8,-53.48,79.93,64,99,2.95,IN,overcast clouds
691,Hobyo,5.3505,48.5268,76.39,78,71,25.66,IN,broken clouds
692,Francisco Sa,-16.4758,-43.4883,68.14,50,1,8.55,IN,clear sky
693,Bastia,42.6667,9.3333,78.6,91,90,5.75,IN,overcast clouds
694,Morgan City,29.6994,-91.2068,96.01,59,1,4.61,IN,clear sky
695,Turukhansk,65.8167,87.9833,66.63,65,1,13.47,IN,clear sky
696,San Felipe,10.3399,-68.7425,77.02,83,100,2.51,IN,overcast clouds
697,Palatka,29.6486,-81.6376,87.35,67,47,9.04,IN,scattered clouds
698,Yellandu,17.6,80.3333,75.76,91,100,7.0,IN,overcast clouds
